2551,Charles Marville,1
2552,Henri Jean-Louis Le Secq,1
2553,Louis Stanger,1
2555,Felix H. Man,1
2556,Erich Salomon,1
2557,Ye Holland Studios,2
2558,Joyce Fay,1
2559,Reesa Tansey,1
2560,Holland & Roberts,2
2561,Chester Burger,1
2562,Genevieve Naylor,1
2563,John K. Grande,1
2564,William Barclay Parsons,1
2565,William & Daniel Downey,2
2566,David Wojnarowicz,1
2567,William C. Billington,1
2568,George F. Holman,1
2569,Louis M. Snow,1
2570,Walter A. Scott,1
2571,John S. Johnston,1
2572,James Burton,1
2573,John M. Moriarty,1
2574,Jim Antonucci,1
2576,Alexander Gardner,1
2578,William S. Wakeman,1
2579,Fred C. Rollman,1
2580,Charles C. Curtis,1
2581,Samuel A. M. Kneeland,1
2583,Wallis Gardner,1
2584,Lucien Reiser,1
2585,Johnstone, O'Shannessy & Co.,2
2586,James Anderson,1
2587,Henry F. De Puy,1
2589,Eric Lindbloom,1
2592,Toma Fichter,1
2593,Isaac F. Alofsin,1
2596,Todd Webb,1
2597,John Vachon,1
2598,Harold Corsini,1
2599,Andrew Joseph Russell,1
2601,Rhoda Nathans,1
2603,Louis Wiley,1
2604,Chris Maté,1
2605,Joannes Sébah,1
2606,Helios Caire,2
2608,Guiseppe Incorpora,1
2609,Sommer,2
2610,Philip Mook,1
2611,Paul Boyer,1
2612,Sherman & McHugh,2
2613,Hermann Linck,1
2614,John Gruen,1
2615,George H. Knight,1
2616,American Telephone and Telegraph Company,2
2617,Charles A. Ekberg,1
2618,Dr. Guillaume Duchenne,1
2620,Charles I. Newman,1
2621,Devon Cummings,1
2622,Paul A. McDonough,1
2625,Robert B. Bridges,1
2626,Arnold C. Hinton,1
2627,Isaac Almstaedt,1
2628,Rev. C. H. Baker,1
2629,Alexander Bassano,1
2630,Benque et Cie,2
2631,J. W. Black & Co.,2
2632,T. Boretti,1
2633,Van Bosch,2
2634,Bunnell [Houston, TX],2
2635,John N. Chamberlain,1
2636,Orville C. Conkling,1
2637,E. B. Core & Co.,2
2638,Charles Lake Cramer,1
2639,James H. Crockwell,1
2640,Dames & Hayes,2
2641,Edward C. Dana,1
2642,Frederick Egirt,1
2643,Jones & Lotz,2
2644,Ellis & Walery,2
2645,M. W. Emerson & Co.,2
2646,Jacob Fowzer,1
2648,Gilbert & Bacon,2
2649,Goupil & Cie,2
2650,F. Hall & Co.,2
2651,Levin Corbin Handy,1
2652,Thomas Houseworth & Co.,2
2653,Daniel H. Howd,1
2654,William A. Howe,1
2656,Marcellus D. Kilburn,1
2658,Rudolf Krziwanek,1
2659,William Kurtz,1
2660,James Lafayette,1
2662,M. Landesberg,1
2663,James M. Landy,1
2664,George W. Leeds,1
2665,Charles Robertson Lenthall,1
2667,Loescher & Petsch,2
2668,London Stereoscopic Co.,2
2669,Julius Ludovici,1
2670,Lyon & Vey,2
2671,Albert Martin Marton,1
2672,Hezekiah McMichael,1
2674,R. Minzloff,1
2675,José María Mora Sr.,1
2678,George Daniels Morse,1
2679,James Notman,1
2680,Charles Parker,1
2681,Morris B. Parkinson,1
2682,Thomas E. Perkins,1
2683,Pierre Petit & Fils,2
2684,Francis A. Place,1
2685,George Loren Prince Sr.,1
2686,Enrico Resta,1
2687,Reutlinger,2
2688,Ritz & Hastings,2
2689,Robinson & Roe,2
2690,Charles B. Schmitt,1
2691,Seeley & Warnock,2
2692,George W. Sittler,1
2693,Sloan (National Youth Administration),2
2694,Augustus B. Taylor,1
2695,Pulaski W. Tennant,1
2696,The Imperial Photographic Gallery [San Francisco, CA],2
2697,Walery,1
2699,Bailey, Dix & Mead,2
2700,John Bowers,1
2701,Frank T. Butler,1
2702,William Joseph Byrne & Co.,2
2703,Ladrey-Disderi,2
2705,Conrad M. Gilbert,1
2706,Joseph Hall,1
2708,Tom James,1
2709,Herman Lancaster,1
2710,Charles Fletcher Lummis,1
2711,Frank P. Macnabb,1
2714,Antonio E. Moreno,1
2715,George K. Nellis,1
2717,Palmquist & Jurgens,2
2718,Bransly C. Pentz,1
2719,Roberts & Myhre,2
2720,A. F. Towne,1
2721,James Madison Elliott,1
2722,Bishop J. Gleason,1
2723,Baker & Record,2
2724,James K. Cole,1
2725,Cassey & Whitney,2
2726,William S. Howson,1
2727,Henry St. John,1
2728,Albert J. Davison,1
2729,William C. Duryea,1
2730,Stockton Stokes,1
2731,Richardson Bros. [Brooklyn, NY],2
2732,Richardson & Speh,2
2733,Charles D. Eisenmann,1
2735,Edgar A. Léon,1
2736,Thomas W. Bankes,1
2737,Horace M. Jeffery,1
2738,David Radnor Coover,1
2739,David Ehrlich,1
2740,Louis-Prudent Vallée,1
2741,Michel Couttet & Fils,2
